StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,UserLanguage,COM_1,CRT_1_raw,CRT_1,CRT_2_raw,CRT_2,CRT_3_raw,CRT_3,CRT_4_raw,CRT_4,CRT_5_raw,CRT_5,MDA_1,MDA_2,MDB_1,MDB_2,MDC_1,MDC_2,ATT_1,DQ_1,DQ_2a,DQ_2b,DQ_3,DQ_4a,DQ_4b,DQ_5,DQ_6_CRT,DQ_6_dilemma,SC0,FL_17_DO_raw,FL_17_DO,FL_18_DO
12/4/23 23:25,12/4/23 23:34,0,100,511,1,12/4/23 23:34,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,1,4,1,3,4,32,1,-99,3,1,-99,4,3,3,12,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:34,0,100,571,1,12/4/23 23:34,EN,2,2,2,10,10,1,1,7,7,7,7,2,1,2,1,2,1,4,33,2,-99,1,2,-99,5,2,1,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:32,12/4/23 23:34,0,100,92,1,12/4/23 23:34,EN,2,2,2,50,50,1,1,7,7,13,13,1,6,1,7,2,1,4,22,2,-99,3,2,-99,4,1,1,10,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:26,12/4/23 23:34,0,100,501,1,12/4/23 23:34,EN,2,two,2,10,10,12,12,Eight,8,twenty five,25,2,1,2,1,2,1,4,22,1,-99,6,4,-99,4,2,1,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:34,0,100,480,1,12/4/23 23:34,EN,2,2,2,50,50,12,12,8,8,16,16,1,2,1,2,2,2,4,42,2,-99,3,1,-99,5,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:34,0,100,557,1,12/4/23 23:34,EN,2,2,2,50,50,1,1,7,7,13,13,1,7,1,4,1,4,4,31,2,-99,2,2,-99,4,1,1,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:34,0,100,620,1,12/4/23 23:34,EN,2,7,7,10,10,1,1,7,7,13,13,1,4,1,4,2,3,4,24,2,-99,3,1,-99,5,3,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:34,0,100,573,1,12/4/23 23:34,EN,2,-99,-99,50,50,12,12,7,7,13,13,1,2,2,1,1,2,4,22,2,-99,6,2,-99,4,1,2,5,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:26,12/4/23 23:34,0,100,510,1,12/4/23 23:34,EN,2,Two,2,50,50,1,1,7,7,3,3,2,2,2,4,2,1,2,28,2,-99,1,2,-99,4,1,1,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:24,12/4/23 23:35,0,100,627,1,12/4/23 23:35,EN,2,0,0,10,10,1,1,8,8,25,25,1,5,1,5,1,5,4,25,3,Non-binary,3,1,-99,4,2,2,15,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:23,12/4/23 23:35,0,100,723,1,12/4/23 23:35,EN,2,0,0,50,50,12,12,8,8,15,15,1,1,2,1,2,1,4,26,1,-99,1,2,-99,4,2,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:22,12/4/23 23:35,0,100,784,1,12/4/23 23:35,EN,2,2,2,10 minutes,10,1,1,5,5,25,25,2,3,2,1,2,2,4,22,2,-99,2,2,-99,3,1,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:18,12/4/23 23:35,0,100,1037,1,12/4/23 23:35,EN,2,2,2,50,50,1,1,7,7,13,13,1,7,1,7,1,7,4,25,2,-99,1,2,-99,4,2,2,17,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:35,0,100,549,1,12/4/23 23:35,EN,2,2,2,50,50,Twelve,12,8,8,13,13,2,3,2,3,2,3,4,24,2,-99,2,6,Mexican,4,3,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:25,12/4/23 23:35,0,100,628,1,12/4/23 23:35,EN,2,2,2,10,10,12,12,8,8,25,25,2,1,2,1,2,1,4,38,1,-99,2,6,mexican,5,2,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:36,0,100,656,1,12/4/23 23:36,EN,2,7876,7876,50,50,1,1,7,7,13,13,1,4,2,1,2,1,4,32,2,-99,2,2,-99,5,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:21,12/4/23 23:36,0,100,853,1,12/4/23 23:36,EN,2,None,0,5 minutes,5,One,1,15,15,13 jumps,13,2,1,2,1,2,1,4,24,2,-99,3,2,-99,2,1,1,2,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:32,12/4/23 23:36,0,100,234,1,12/4/23 23:36,EN,2,2,2,50,50,1,1,7,7,13,13,1,1,1,1,1,3,4,30,2,-99,2,2,-99,4,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:36,0,100,559,1,12/4/23 23:36,EN,2,2,2,50 minutes,50,February,1,7,7,13,13,2,1,2,1,2,1,4,22,2,-99,2,2,-99,4,2,1,2,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:22,12/4/23 23:36,0,100,827,1,12/4/23 23:36,EN,2,"According to the Bible, Noah brought 9",9,10,10,12,12,8,8,25,25,2,3,2,1,2,2,4,24,1,-99,1,2,-99,4,2,2,5,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:23,12/4/23 23:36,0,100,751,1,12/4/23 23:36,EN,2,0,0,50,50,12,12,7,7,52,52,2,1,1,3,2,1,4,25,2,-99,1,2,-99,4,3,3,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:36,0,100,640,1,12/4/23 23:36,EN,2,Every,1234,Fifty,50,Zero,0,Eight,8,Seven,7,1,5,2,3,1,5,5,21,1,-99,1,1,-99,2,2,2,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:23,12/4/23 23:36,0,100,763,1,12/4/23 23:36,EN,2,"Moses did not put animals in the Ark, it was Noah",0,50 Minutes,50,1 month,1,0,0,13,13,1,4,1,3,2,1,4,25,1,-99,2,2,-99,4,2,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:36,0,100,905,1,12/4/23 23:36,EN,2,2,2,50,50,February,1,8,8,25,25,1,5,2,1,2,3,4,33,1,-99,2,2,-99,3,2,2,7,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:34,12/4/23 23:37,0,100,168,1,12/4/23 23:37,EN,2,2,2,50,50,1,1,7,7,7,7,2,2,2,1,2,2,4,30,1,-99,4,2,-99,5,2,2,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:37,0,100,670,1,12/4/23 23:37,EN,2,0,0,50,50,12,12,15,15,32,32,2,2,2,1,2,2,4,22,2,-99,1,2,-99,3,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:33,12/4/23 23:37,0,100,249,1,12/4/23 23:37,EN,2,0,0,10,10,12,12,8,8,25,25,2,1,2,1,2,1,4,23,1,-99,6,2,-99,4,1,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:31,12/4/23 23:37,0,100,372,1,12/4/23 23:37,EN,2,0,0,10,10,1,1,8,8,25,25,1,6,1,5,1,5,4,49,2,-99,7,4,-99,3,1,1,15,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:22,12/4/23 23:37,0,100,874,1,12/4/23 23:37,EN,2,0 - None,0,50,50,February,1,7,7,13,13,2,1,2,1,2,1,3,28,1,-99,2,2,-99,4,2,2,2,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:37,0,100,657,1,12/4/23 23:37,EN,2,16000,16000,10 minutes,10,1,1,7,7,13,13,1,1,2,1,1,1,4,26,1,-99,6,2,-99,4,2,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:37,0,100,668,1,12/4/23 23:37,EN,2,"2 of each kind, male and female",2,50,50,1,1,7,7,13,13,2,1,1,5,2,4,4,28,2,-99,1,2,-99,5,2,1,10,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:24,12/4/23 23:37,0,100,779,1,12/4/23 23:37,EN,2,2,2,50 minutes,50,1,1,7,7,13,13,2,1,2,1,2,1,4,28,1,-99,2,1,-99,3,1,2,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:21,12/4/23 23:38,0,100,978,1,12/4/23 23:38,EN,2,16,16,50,50,1,1,8,8,13,13,1,5,2,4,1,2,4,29,2,-99,1,2,-99,2,1,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:38,0,100,855,1,12/4/23 23:38,EN,2,0,0,500,500,1,1,7,7,26,26,1,1,2,1,1,1,4,19,2,-99,2,2,-99,2,2,1,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:39,0,100,868,1,12/4/23 23:39,EN,2,2,2,50,50,12,12,7,7,13,13,1,1,2,1,2,1,4,24,2,-99,1,2,-99,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:39,0,100,1176,1,12/4/23 23:39,EN,2,2,2,50,50,1,1,7,7,5,5,2,2,2,2,2,3,4,34,2,-99,2,2,-99,4,1,1,5,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:35,12/4/23 23:39,0,100,266,1,12/4/23 23:39,EN,2,2,2,10,10,all of them,12,8,8,25,25,1,6,1,5,1,6,4,33,2,-99,8,1,-99,3,3,3,16,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:15,12/4/23 23:39,0,100,1425,1,12/4/23 23:39,EN,2,2,2,10,10,1,1,8,8,25,25,1,3,1,1,2,3,4,21,1,-99,9,6,Latino,3,2,3,8,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:37,12/4/23 23:40,0,100,134,1,12/4/23 23:40,EN,2,16000,16000,10,10,1,1,7,7,13,13,1,1,2,1,1,1,4,26,1,-99,6,2,-99,4,2,1,4,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:24,12/4/23 23:40,0,100,917,1,12/4/23 23:40,EN,2,2,2,10,10,1,1,8,8,12,12,2,3,2,1,2,3,4,28,3,-99,2,2,-99,3,2,1,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:40,0,100,955,1,12/4/23 23:40,EN,2,"It was not Moses but Noah, Noah put 7 each off the clean animals and 2 each of all the other animals",1234,50,50,1,1,8,8,13,13,2,1,2,1,1,3,4,24,2,-99,1,2,-99,4,2,1,6,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:20,12/4/23 23:40,0,100,1186,1,12/4/23 23:40,EN,2,100,100,10,10,1,1,7,7,13,13,1,6,2,4,1,5,4,23,1,-99,5,1,-99,4,1,2,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:40,0,100,1040,1,12/4/23 23:40,EN,2,2,2,10,10,12,12,8,8,25,25,1,4,2,1,2,1,4,26,1,-99,3,1,-99,5,2,3,5,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:40,0,100,918,1,12/4/23 23:40,EN,2,2,2,50,50,12,12,7,7,25,25,1,5,1,5,1,4,4,25,1,-99,1,2,-99,4,2,2,13,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:27,12/4/23 23:41,0,100,839,1,12/4/23 23:41,EN,2,2,2,10,10,12,12,7,7,7,7,1,4,2,2,2,3,4,27,2,-99,1,1,-99,2,2,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:26,12/4/23 23:42,0,100,942,1,12/4/23 23:42,EN,2,0,0,10,10,12,12,7,7,13,13,1,3,2,2,2,1,4,34,1,-99,3,6,Indian,4,1,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:42,0,100,1197,1,12/4/23 23:43,EN,2,2,2,50,50,1,1,8,8,13,13,1,4,2,1,2,3,4,26,1,-99,1,2,-99,2,2,3,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:43,0,100,1148,1,12/4/23 23:43,EN,2,2,2,50,50,12,12,7,7,13,13,1,5,2,1,2,3,2,30,1,-99,1,2,-99,4,2,2,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:43,0,100,1213,1,12/4/23 23:43,EN,2,7000,7000,50 minutes,50,1,1,7,7,52,52,2,1,2,1,1,4,4,30,2,-99,2,-99,-99,4,2,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:35,12/4/23 23:43,0,100,484,1,12/4/23 23:43,EN,2,2,2,10,10,1,1,7,7,12.5,12.5,1,4,2,1,2,1,4,33,1,-99,2,2,-99,4,2,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:25,12/4/23 23:44,0,100,1137,1,12/4/23 23:44,EN,2,Tw,2,10,10,12,12,8,8,25,25,1,6,2,4,1,5,4,41,2,-99,3,2,-99,4,1,2,13,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:42,12/4/23 23:44,0,100,97,1,12/4/23 23:44,EN,2,0,0,10,10,12,12,7,7,13,13,1,3,2,2,2,1,4,34,1,-99,3,6,Indian,4,1,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:16,12/4/23 23:44,0,100,1683,1,12/4/23 23:44,EN,2,7000,7000,50,50,1,1,8,8,52,52,2,2,2,2,2,2,2,27,2,-99,3,2,-99,4,-99,1,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:25,12/4/23 23:46,0,100,1283,1,12/4/23 23:46,EN,2,2,2,50,50,1,1,7,7,26,26,1,5,2,4,2,5,4,32,2,-99,3,2,-99,4,1,1,10,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:24,12/4/23 23:46,0,100,1336,1,12/4/23 23:46,EN,2,2,2,50,50,12,12,7,7,676,676,1,5,2,3,2,2,4,26,2,-99,7,2,-99,4,1,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:48,0,100,1502,1,12/4/23 23:48,EN,2,Two,2,10,10,1,1,8,8,25,25,1,5,1,3,1,5,4,44,1,-99,1,6,-99,4,2,2,13,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:48,0,100,1383,1,12/4/23 23:48,EN,2,two,2,50,50,one,1,8,8,13,13,2,1,2,1,2,1,4,25,1,-99,9,2,-99,4,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:25,12/4/23 23:49,0,100,1404,1,12/4/23 23:49,EN,2,10000,10000,50,50,1,1,8,8,6,6,1,6,2,4,1,4,4,38,2,-99,7,2,-99,4,1,2,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:27,12/4/23 23:50,0,100,1405,1,12/4/23 23:50,EN,2,2,2,50,50,12,12,7,7,13,13,1,1,2,1,1,3,4,29,2,-99,1,2,-99,3,3,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:40,12/4/23 23:51,0,100,664,1,12/4/23 23:51,EN,2,2,2,50,50,1,1,7,7,5,5,2,2,2,1,2,2,4,34,2,-99,2,2,-99,4,3,3,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:41,12/4/23 23:51,0,100,577,1,12/4/23 23:51,EN,2,2,2,10,10,1,1,8,8,13,13,2,4,2,6,2,2,4,27,2,-99,2,2,-99,4,1,1,9,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:51,0,100,1651,1,12/4/23 23:51,EN,2,zero,0,10,10,"all months, only february has exactly 28 days",12,8,8,25,25,1,2,1,1,2,1,4,26,2,-99,2,6,hispanic,2,1,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:23,12/4/23 23:59,0,100,2147,1,12/4/23 23:59,EN,2,Eight,8,Fifty,50,Four,4,Seven,7,Thirteen,13,1,3,2,2,2,3,4,24,2,-99,1,"1,6",Latina,4,1,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/5/23 0:00,12/5/23 0:04,0,100,235,1,12/5/23 0:04,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,3,1,5,4,38,1,-99,6,1,-99,4,2,1,12,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/5/23 0:00,12/5/23 0:05,0,100,297,1,12/5/23 0:05,EN,2,two,2,fifty,50,one,1,eight,8,25,25,1,4,2,2,2,2,4,39,1,-99,8,1,-99,6,2,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/5/23 0:00,12/5/23 0:06,0,100,345,1,12/5/23 0:06,EN,2,"no animals, the ark was Noah's",0,10 minutes,10,all months have 28 days (some even more),12,8,8,25,25,1,5,2,1,2,3,4,47,1,-99,4,1,-99,2,2,2,7,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/5/23 0:00,12/5/23 0:08,0,100,439,1,12/5/23 0:08,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,1,3,1,4,4,39,1,-99,3,1,-99,3,1,2,12,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/5/23 0:01,12/5/23 0:08,0,100,458,1,12/5/23 0:08,EN,2,Two,2,10,10,One month,1,8,8,18,18,1,3,1,1,1,2,4,32,1,-99,3,1,-99,2,2,2,7,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:19,12/5/23 2:29,0,100,11388,1,12/5/23 2:29,EN,2,Two of each,2,5,5,1,1,7,7,13,13,1,5,1,5,2,4,4,33,2,-99,4,1,-99,5,2,3,11,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:14,12/5/23 7:12,0,100,28684,1,12/5/23 7:12,EN,2,500,5000,50,50,3,30,",8",8,13,13,2,2,2,2,2,2,4,22,1,-99,2,1,-99,2,1,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
