"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","COM_1","CRT_1","CRT_2","CRT_3","CRT_4","CRT_5","MDA_1","MDA_2 _1","MDB_1","MDB_2 _1","MDC_1","MDC_2 _1","ATT_1","DQ_1","DQ_2","DQ_2 _3_TEXT","DQ_3","DQ_4","DQ_4 _6_TEXT","DQ_5","DQ_6 _1","Q29_1","SC0","FL_17_DO","FL_18_DO"
"2023-12-04 23:26:36","2023-12-04 23:35:46","0","100","549","1","2023-12-04 23:35:46","EN","2","2","50","Twelve","8","13","2","3","2","3","2","3","4","24","2","-99","2","6","Mexican","4","3","1","7","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:25:24","2023-12-04 23:35:53","0","100","628","1","2023-12-04 23:35:53","EN","2","2","10","12","8","25","2","1","2","1","2","1","4","38","1","-99","2","6","mexican","5","2","2","4","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:25:08","2023-12-04 23:36:04","0","100","656","1","2023-12-04 23:36:04","EN","2","7876","50","1","7","13","1","4","2","1","2","1","4","32","2","-99","2","2","-99","5","1","1","3","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:21:54","2023-12-04 23:36:07","0","100","853","1","2023-12-04 23:36:08","EN","2","None","5 minutes","One","15","13 jumps","2","1","2","1","2","1","4","24","2","-99","3","2","-99","2","1","1","2","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:32:14","2023-12-04 23:36:08","0","100","234","1","2023-12-04 23:36:09","EN","2","2","50","1","7","13","1","1","1","1","1","3","4","30","2","-99","2","2","-99","4","1","1","7","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:26:54","2023-12-04 23:36:14","0","100","559","1","2023-12-04 23:36:15","EN","2","2","50 minutes","February","7","13","2","1","2","1","2","1","4","22","2","-99","2","2","-99","4","2","1","2","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:22:29","2023-12-04 23:36:17","0","100","827","1","2023-12-04 23:36:18","EN","2","According to the Bible, Noah brought 9","10","12","8","25","2","3","2","1","2","2","4","24","1","-99","1","2","-99","4","2","2","5","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:23:52","2023-12-04 23:36:24","0","100","751","1","2023-12-04 23:36:24","EN","2","0","50","12","7","52","2","1","1","3","2","1","4","25","2","-99","1","2","-99","4","3","3","5","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:47","2023-12-04 23:36:27","0","100","640","1","2023-12-04 23:36:28","EN","2","Every","Fifty","Zero","Eight","Seven","1","5","2","3","1","5","5","21","1","-99","1","1","-99","2","2","2","10","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:23:51","2023-12-04 23:36:35","0","100","763","1","2023-12-04 23:36:36","EN","2","Moses did not put animals in the Ark, it was Noah","50 Minutes","1 month","0","13","1","4","1","3","2","1","4","25","1","-99","2","2","-99","4","2","2","6","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:21:46","2023-12-04 23:36:52","0","100","905","1","2023-12-04 23:36:52","EN","2","2","50","February","8","25","1","5","2","1","2","3","4","33","1","-99","2","2","-99","3","2","2","7","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:34:16","2023-12-04 23:37:05","0","100","168","1","2023-12-04 23:37:05","EN","2","2","50","1","7","7","2","2","2","1","2","2","4","30","1","-99","4","2","-99","5","2","2","3","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:56","2023-12-04 23:37:07","0","100","670","1","2023-12-04 23:37:07","EN","2","0","50","12","15","32","2","2","2","1","2","2","4","22","2","-99","1","2","-99","3","1","1","3","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:33:07","2023-12-04 23:37:17","0","100","249","1","2023-12-04 23:37:18","EN","2","0","10","12","8","25","2","1","2","1","2","1","4","23","1","-99","6","2","-99","4","1","2","4","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:31:14","2023-12-04 23:37:26","0","100","372","1","2023-12-04 23:37:27","EN","2","0","10","1","8","25","1","6","1","5","1","5","4","49","2","-99","7","4","-99","3","1","1","15","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:22:52","2023-12-04 23:37:26","0","100","874","1","2023-12-04 23:37:27","EN","2","0 - None","50","February","7","13","2","1","2","1","2","1","3","28","1","-99","2","2","-99","4","2","2","2","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:26:45","2023-12-04 23:37:43","0","100","657","1","2023-12-04 23:37:43","EN","2","16000","10 minutes","1","7","13","1","1","2","1","1","1","4","26","1","-99","6","2","-99","4","2","1","4","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:26:38","2023-12-04 23:37:47","0","100","668","1","2023-12-04 23:37:48","EN","2","2 of each kind, male and female","50","1","7","13","2","1","1","5","2","4","4","28","2","-99","1","2","-99","5","2","1","10","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:24:49","2023-12-04 23:37:48","0","100","779","1","2023-12-04 23:37:48","EN","2","2","50 minutes","1","7","13","2","1","2","1","2","1","4","28","1","-99","2","1","-99","3","1","2","2","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:21:42","2023-12-04 23:38:01","0","100","978","1","2023-12-04 23:38:02","EN","2","16","50","1","8","13","1","5","2","4","1","2","4","29","2","-99","1","2","-99","2","1","2","9","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:02","2023-12-04 23:38:17","0","100","855","1","2023-12-04 23:38:18","EN","2","0","500","1","7","26","1","1","2","1","1","1","4","19","2","-99","2","2","-99","2","2","1","4","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:25:03","2023-12-04 23:39:31","0","100","868","1","2023-12-04 23:39:32","EN","2","2","50","12","7","13","1","1","2","1","2","1","4","24","2","-99","1","2","-99","4","1","1","3","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:19:58","2023-12-04 23:39:35","0","100","1176","1","2023-12-04 23:39:35","EN","2","2","50","1","7","5","2","2","2","2","2","3","4","34","2","-99","2","2","-99","4","1","1","5","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:35:10","2023-12-04 23:39:37","0","100","266","1","2023-12-04 23:39:37","EN","2","2","10","all of them","8","25","1","6","1","5","1","6","4","33","2","-99","8","1","-99","3","3","3","16","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:15:54","2023-12-04 23:39:40","0","100","1425","1","2023-12-04 23:39:40","EN","2","2","10","1","8","25","1","3","1","1","2","3","4","21","1","-99","9","6","Latino","3","2","3","8","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:37:52","2023-12-04 23:40:06","0","100","134","1","2023-12-04 23:40:07","EN","2","16000","10","1","7","13","1","1","2","1","1","1","4","26","1","-99","6","2","-99","4","2","1","4","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:24:49","2023-12-04 23:40:07","0","100","917","1","2023-12-04 23:40:07","EN","2","2","10","1","8","12","2","3","2","1","2","3","4","28","4","-99","2","2","-99","3","2","1","5","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:31","2023-12-04 23:40:26","0","100","955","1","2023-12-04 23:40:26","EN","2","It was not Moses but Noah, Noah put 7 each off the clean animals and 2 each of all the other animals","50","1","8","13","2","1","2","1","1","3","4","24","2","-99","1","2","-99","4","2","1","6","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:20:56","2023-12-04 23:40:42","0","100","1186","1","2023-12-04 23:40:42","EN","2","100","10","1","7","13","1","6","2","4","1","5","4","23","1","-99","5","1","-99","4","1","2","11","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:23:26","2023-12-04 23:40:46","0","100","1040","1","2023-12-04 23:40:46","EN","2","2","10","12","8","25","1","4","2","1","2","1","4","26","1","-99","3","1","-99","5","2","3","5","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:25:33","2023-12-04 23:40:51","0","100","918","1","2023-12-04 23:40:52","EN","2","2","50","12","7","25","1","5","1","5","1","4","4","25","1","-99","1","2","-99","4","2","2","13","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:27:04","2023-12-04 23:41:04","0","100","839","1","2023-12-04 23:41:04","EN","2","2","10","12","7","7","1","4","2","2","2","3","4","27","2","-99","1","1","-99","2","2","1","6","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:26:47","2023-12-04 23:42:29","0","100","942","1","2023-12-04 23:42:30","EN","2","0","10","12","7","13","1","3","2","2","2","1","4","34","1","-99","3","6","Indian","4","1","1","4","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:23:01","2023-12-04 23:42:59","0","100","1197","1","2023-12-04 23:43:00","EN","2","2","50","1","8","13","1","4","2","1","2","3","4","26","1","-99","1","2","-99","2","2","3","6","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:09","2023-12-04 23:43:17","0","100","1148","1","2023-12-04 23:43:18","EN","2","2","50","12","7","13","1","5","2","1","2","3","2","30","1","-99","1","2","-99","4","2","2","5","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:23:13","2023-12-04 23:43:26","0","100","1213","1","2023-12-04 23:43:27","EN","2","7000","50 minutes","1","7","52","2","1","2","1","1","4","4","30","2","-99","2","-99","-99","4","2","2","6","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:35:35","2023-12-04 23:43:39","0","100","484","1","2023-12-04 23:43:40","EN","2","2","10","1","7","12.5","1","4","2","1","2","1","4","33","1","-99","2","2","-99","4","2","1","3","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:25:05","2023-12-04 23:44:03","0","100","1137","1","2023-12-04 23:44:03","EN","2","Tw","10","12","8","25","1","6","2","4","1","5","4","41","2","-99","3","2","-99","4","1","2","13","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:42:48","2023-12-04 23:44:26","0","100","97","1","2023-12-04 23:44:26","EN","2","0","10","12","7","13","1","3","2","2","2","1","4","34","1","-99","3","6","Indian","4","1","1","4","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:16:31","2023-12-04 23:44:34","0","100","1683","1","2023-12-04 23:44:34","EN","2","7000","50","1","8","52","2","2","2","2","2","2","2","27","2","-99","3","2","-99","4","-99","1","5","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:25:03","2023-12-04 23:46:27","0","100","1283","1","2023-12-04 23:46:27","EN","2","2","50","1","7","26","1","5","2","4","2","5","4","32","2","-99","3","2","-99","4","1","1","10","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:24:28","2023-12-04 23:46:44","0","100","1336","1","2023-12-04 23:46:44","EN","2","2","50","12","7","676","1","5","2","3","2","2","4","26","2","-99","7","2","-99","4","1","1","6","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:23:10","2023-12-04 23:48:13","0","100","1502","1","2023-12-04 23:48:13","EN","2","Two","10","1","8","25","1","5","1","3","1","5","4","44","1","-99","1","6","-99","4","2","2","13","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:55","2023-12-04 23:48:58","0","100","1383","1","2023-12-04 23:48:58","EN","2","two","50","one","8","13","2","1","2","1","2","1","4","25","1","-99","9","2","-99","4","1","1","3","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:25:40","2023-12-04 23:49:05","0","100","1404","1","2023-12-04 23:49:06","EN","2","10000","50","1","8","6","1","6","2","4","1","4","4","38","2","-99","7","2","-99","4","1","2","11","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:27:03","2023-12-04 23:50:28","0","100","1405","1","2023-12-04 23:50:29","EN","2","2","50","12","7","13","1","1","2","1","1","3","4","29","2","-99","1","2","-99","3","3","2","6","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:40:04","2023-12-04 23:51:09","0","100","664","1","2023-12-04 23:51:09","EN","2","2","50","1","7","5","2","2","2","1","2","2","4","34","2","-99","2","2","-99","4","3","3","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:41:44","2023-12-04 23:51:21","0","100","577","1","2023-12-04 23:51:22","EN","2","2","10","1","8","13","2","4","2","6","2","2","4","27","2","-99","2","2","-99","4","1","1","9","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:01","2023-12-04 23:51:33","0","100","1651","1","2023-12-04 23:51:33","EN","2","zero","10","all months, only february has exactly 28 days","8","25","1","2","1","1","2","1","4","26","2","-99","2","6","hispanic","2","1","2","6","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:23:29","2023-12-04 23:59:17","0","100","2147","1","2023-12-04 23:59:17","EN","2","Eight","Fifty","Four","Seven","Thirteen","1","3","2","2","2","3","4","24","2","-99","1","1,6","Latina","4","1","2","6","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-05 00:00:21","2023-12-05 00:04:17","0","100","235","1","2023-12-05 00:04:18","EN","2","2","10","12","8","25","1","5","2","3","1","5","4","38","1","-99","6","1","-99","4","2","1","12","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-05 00:00:43","2023-12-05 00:05:41","0","100","297","1","2023-12-05 00:05:41","EN","2","two","fifty","one","eight","25","1","4","2","2","2","2","4","39","1","-99","8","1","-99","6","2","2","6","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-05 00:00:29","2023-12-05 00:06:14","0","100","345","1","2023-12-05 00:06:14","EN","2","no animals, the ark was Noah's","10 minutes","all months have 28 days (some even more)","8","25","1","5","2","1","2","3","4","47","1","-99","4","1","-99","2","2","2","7","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-05 00:00:42","2023-12-05 00:08:01","0","100","439","1","2023-12-05 00:08:02","EN","2","2","10","12","8","25","1","5","1","3","1","4","4","39","1","-99","3","1","-99","3","1","2","12","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-05 00:01:00","2023-12-05 00:08:38","0","100","458","1","2023-12-05 00:08:39","EN","2","Two","10","One month","8","18","1","3","1","1","1","2","4","32","1","-99","3","1","-99","2","2","2","7","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:19:27","2023-12-05 02:29:16","0","100","11388","1","2023-12-05 02:29:17","EN","2","Two of each","5","1","7","13","1","5","1","5","2","4","4","33","2","-99","4","1","-99","5","2","3","11","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:14:36","2023-12-05 07:12:40","0","100","28684","1","2023-12-05 07:12:41","EN","2","500","50","3",",8","13","2","2","2","2","2","2","4","22","1","-99","2","1","-99","2","1","2","4","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
